building_source_id,building_id,source_key,relationship
CHI-B1860-045-S01,CHI-B1860-045,ANDREAS2_EDU,supports_record
CHI-B1860-046-S01,CHI-B1860-046,ANDREAS2_INFRA,supports_record
CHI-B1860-046-S02,CHI-B1860-046,CITY_WATERTOWER,supports_record
CHI-B1860-047-S01,CHI-B1860-047,ANDREAS2_INFRA,supports_record
CHI-B1860-047-S02,CHI-B1860-047,CITY_WATERTOWER,supports_record
CHI-B1860-048-S01,CHI-B1860-048,ANDREAS2_EDU,supports_record
CHI-B1860-049-S01,CHI-B1860-049,ANDREAS2_SOCIAL,supports_record
CHI-B1860-050-S01,CHI-B1860-050,CITY_GROESBECK,supports_record
CHI-B1860-051-S01,CHI-B1860-051,ANDREAS2_ARCH,supports_record
CHI-B1860-052-S01,CHI-B1860-052,CITY_FIRSTBAPTIST,supports_record
CHI-B1860-053-S01,CHI-B1860-053,CITY_IGNATIUS,supports_record
CHI-B1860-054-S01,CHI-B1860-054,ANDREAS2_HOSPITALS,supports_record
CHI-B1860-055-S01,CHI-B1860-055,ANDREAS2_HOSPITALS,supports_record
CHI-B1860-056-S01,CHI-B1860-056,ANDREAS2_CATHOLIC,supports_record
CHI-B1860-057-S01,CHI-B1860-057,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-058-S01,CHI-B1860-058,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-059-S01,CHI-B1860-059,ANDREAS2_CATHOLIC,supports_record
CHI-B1860-060-S01,CHI-B1860-060,ANDREAS2_INFRA,supports_record
CHI-CHI1870-001-S01,CHI-CHI1870-001,AND1886V2,supports_record
CHI-CHI1870-002-S01,CHI-CHI1870-002,AND1886V2,supports_record
CHI-CHI1870-003-S01,CHI-CHI1870-003,AND1886V2,supports_record
CHI-CHI1870-004-S01,CHI-CHI1870-004,AND1886V2,supports_record
CHI-CHI1870-005-S01,CHI-CHI1870-005,AND1886V2,supports_record
CHI-CHI1870-006-S01,CHI-CHI1870-006,AND1886V2,supports_record
CHI-CHI1870-007-S01,CHI-CHI1870-007,AND1886V2,supports_record
CHI-CHI1870-008-S01,CHI-CHI1870-008,AND1886V2,supports_record
CHI-CHI1870-009-S01,CHI-CHI1870-009,AND1886V2,supports_record
CHI-CHI1870-010-S01,CHI-CHI1870-010,AND1886V2,supports_record
CHI-CHI1870-011-S01,CHI-CHI1870-011,AND1886V2,supports_record
CHI-CHI1870-012-S01,CHI-CHI1870-012,AND1886V2,supports_record
CHI-CHI1870-013-S01,CHI-CHI1870-013,AND1886V2,supports_record
CHI-CHI1870-014-S01,CHI-CHI1870-014,AND1886V2,supports_record
CHI-CHI1870-015-S01,CHI-CHI1870-015,AND1886V2,supports_record
CHI-CHI1870-016-S01,CHI-CHI1870-016,AND1886V2,supports_record
CHI-CHI1870-017-S01,CHI-CHI1870-017,AND1886V2,supports_record
CHI-CHI1870-018-S01,CHI-CHI1870-018,AND1886V2,supports_record
CHI-CHI1870-019-S01,CHI-CHI1870-019,AND1886V2,supports_record
CHI-CHI1870-020-S01,CHI-CHI1870-020,AND1886V2,supports_record
CHI-CHI1870-021-S01,CHI-CHI1870-021,AND1886V2,supports_record
CHI-CHI1870-022-S01,CHI-CHI1870-022,AND1886V2,supports_record
CHI-CHI1870-023-S01,CHI-CHI1870-023,AND1886V2,supports_record
CHI-CHI1870-024-S01,CHI-CHI1870-024,AND1886V2,supports_record
CHI-CHI1870-025-S01,CHI-CHI1870-025,AND1886V2,supports_record
CHI-CHI1870-026-S01,CHI-CHI1870-026,AND1886V2,supports_record
CHI-CHI1870-026-S02,CHI-CHI1870-026,CHILM_FIRSTBAPTIST,supports_record
CHI-CHI1870-027-S01,CHI-CHI1870-027,AND1886V2,supports_record
