building_source_id,building_id,source_key,relationship
CHI-POSTFIRE-CHI-1874-007-S01,CHI-POSTFIRE-CHI-1874-007,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-008-S01,CHI-POSTFIRE-CHI-1874-008,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-009-S01,CHI-POSTFIRE-CHI-1874-009,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-010-S01,CHI-POSTFIRE-CHI-1874-010,CITY_ENGINE27,supports_record
CHI-POSTFIRE-CHI-1874-011-S01,CHI-POSTFIRE-CHI-1874-011,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-011-S02,CHI-POSTFIRE-CHI-1874-011,FOURTH_HISTORY,supports_record
CHI-POSTFIRE-CHI-1874-012-S01,CHI-POSTFIRE-CHI-1874-012,CITY_SECOND_PRES,supports_record
CHI-POSTFIRE-CHI-1874-012-S02,CHI-POSTFIRE-CHI-1874-012,EOC_CHURCH_ARCH,supports_record
CHI-POSTFIRE-CHI-1874-013-S01,CHI-POSTFIRE-CHI-1874-013,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-014-S01,CHI-POSTFIRE-CHI-1874-014,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-015-S01,CHI-POSTFIRE-CHI-1874-015,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-016-S01,CHI-POSTFIRE-CHI-1874-016,CITY_IGNATIUS,supports_record
CHI-POSTFIRE-CHI-1874-017-S01,CHI-POSTFIRE-CHI-1874-017,CITY_WARD,supports_record
CHI-POSTFIRE-CHI-1874-018-S01,CHI-POSTFIRE-CHI-1874-018,CITY_JACKSON,supports_record
CHI-POSTFIRE-CHI-1874-019-S01,CHI-POSTFIRE-CHI-1874-019,CITY_RACE,supports_record
CHI-POSTFIRE-CHI-1874-020-S01,CHI-POSTFIRE-CHI-1874-020,OLD_TOWN_NRHP,supports_record
CHI-POSTFIRE-CHI-1874-020-S02,CHI-POSTFIRE-CHI-1874-020,UIUC_WACKER_IMAGE,supports_record
CHI-POSTFIRE-CHI-1874-021-S01,CHI-POSTFIRE-CHI-1874-021,OLD_TOWN_NRHP,supports_record
CHI-POSTFIRE-CHI-1874-022-S01,CHI-POSTFIRE-CHI-1874-022,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-023-S01,CHI-POSTFIRE-CHI-1874-023,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-024-S01,CHI-POSTFIRE-CHI-1874-024,EOC_CHURCH_ARCH,supports_record
CHI-POSTFIRE-CHI-1874-025-S01,CHI-POSTFIRE-CHI-1874-025,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-001-S01,CHI-POSTFIRE-CHI1875-001,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-001-S02,CHI-POSTFIRE-CHI1875-001,CAC_HOLY_NAME,supports_record
CHI-POSTFIRE-CHI1875-001-S03,CHI-POSTFIRE-CHI1875-001,EOC_CHURCH_ARCH,supports_record
CHI-POSTFIRE-CHI1875-002-S01,CHI-POSTFIRE-CHI1875-002,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-002-S02,CHI-POSTFIRE-CHI1875-002,STJAMES_HISTORY,supports_record
CHI-POSTFIRE-CHI1875-002-S03,CHI-POSTFIRE-CHI1875-002,DRIEHAUS_BURLING,supports_record
CHI-POSTFIRE-CHI1875-002-S04,CHI-POSTFIRE-CHI1875-002,EOC_CHURCH_ARCH,supports_record
CHI-POSTFIRE-CHI1875-003-S01,CHI-POSTFIRE-CHI1875-003,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-003-S02,CHI-POSTFIRE-CHI1875-003,MOODY_HISTORY,supports_record
CHI-POSTFIRE-CHI1875-003-S03,CHI-POSTFIRE-CHI1875-003,EOC_CHURCH_ARCH,supports_record
CHI-POSTFIRE-CHI1875-004-S01,CHI-POSTFIRE-CHI1875-004,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-004-S02,CHI-POSTFIRE-CHI1875-004,PRES_CHI_OLIVET,supports_record
CHI-POSTFIRE-CHI1875-005-S01,CHI-POSTFIRE-CHI1875-005,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-006-S01,CHI-POSTFIRE-CHI1875-006,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-007-S01,CHI-POSTFIRE-CHI1875-007,KAM_EVOLUTION,supports_record
CHI-POSTFIRE-CHI1875-008-S01,CHI-POSTFIRE-CHI1875-008,FLPS_SINAI,supports_record
CHI-POSTFIRE-CHI1875-009-S01,CHI-POSTFIRE-CHI1875-009,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-010-S01,CHI-POSTFIRE-CHI1875-010,CITY_WARD,supports_record
CHI-POSTFIRE-CHI1875-011-S01,CHI-POSTFIRE-CHI1875-011,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-012-S01,CHI-POSTFIRE-CHI1875-012,CITY_INDIVIDUAL_LANDMARKS,supports_record
CHI-POSTFIRE-CHI1875-013-S01,CHI-POSTFIRE-CHI1875-013,CHICAGOLOGY_CYRUS,supports_record
CHI-POSTFIRE-CHI1875-014-S01,CHI-POSTFIRE-CHI1875-014,NPS_EMMEL,supports_record
